=0	=0	=0	=0	=0
16	0	4	I'm	6
16	1	.	num-	5
16	0	.	-ber	6
8	1	.	one	4
16	.	.	.	6
16	0	3	the	5
16	1	.	u-	6
8	0	.	-no	3
16	0	3	I	6
8	1	.	like	5
8	1	.	comp	6
=6	=6	=6	=6	=6
16	.	.	.	1
16	0	3	bring	6
16	1	.	all	5
16	0	.	the	6
16	1	.	su-	4
8	0	.	-ckers	6
16	0	2	'cause	5
8	1	.	all	6
8	0	.	them	3
8	1	.	I'll	6
8	1	.	stomp	5
=7	=7	=7	=7	=7
16	.	.	.	1
8	1	3	bold	6
16	0	.	and	5
8	1	.	black	6
8	.	.	.	4
16	1	3	but	6
16	0	.	I	5
8	1	.	won't	6
8	1	.	pro-	3
8	1	.	-tect	6
=8	=8	=8	=8	=8
16	.	.	.	1
16	0	3	all	6
16	1	.	of	5
16	0	.	my	6
16	1	.	fo-	4
16	0	.	-llo-	6
16	1	.	-wers	5
16	0	3	'cause	6
16	1	.	all	3
16	0	.	I	6
16	1	.	want	5
16	0	.	is	6
8	1	.	re-	4
8	1	.	-spect	6
=9	=9	=9	=9	=9
16	.	.	.	1
16	0	4	I'm	6
16	1	.	not	5
16	0	.	a	6
8	1	.	doc-	4
8	0	.	-tor	6
16	1	3	put	5
16	0	.	them	6
8	1	.	in	3
8	1	.	rap-	6
8	0	.	-ture	5
=10	=10	=10	=10	=10
16	.	.	.	1
16	0	3	a	6
8	1	.	slick	5
16	1	.	bro-	6
16	0	.	-ther	4
16	1	1	that	6
16	0	.	can	5
16	1	.	ea-	6
16	0	.	-sy	3
8	1	.	out	6
8	1	.	fox	5
8	0	.	ya	6
=11	=11	=11	=11	=11
16	.	.	.	1
16	0	4	'cause	6
8	1	.	I'm	5
8.	1	.	Rob	6
16	0	1	the	4
8	1	.	last	6
8	0	.	name	5
8	1	.	Base	6
16	1	.	yeah	3
16	.	.	.	6
=12	=12	=12	=12	=12
16	.	.	.	1
16	0	3	and	6
16	1	.	on	5
16	0	.	the	6
8	1	.	mic	4
16	.	.	.	6
16	0	1	I'm	5
16	1	.	known	6
16	0	.	to	3
16	1	.	be	6
16	0	.	the	5
8	1	.	fre-	6
8	1	.	-shest	4
=13	=13	=13	=13	=13
16	.	.	.	1
16	0	3	so	6
8	1	.	let's	5
8.	1	.	start	6
16	0	3	it	4
